name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago, IL, United States",2025-09-12,28.9,16.5,22.9,28,16.5,22.7,13.4,59.1,0,0,0,,0,0,27.7,16.3,142.6,1021.1,28.1,15.6,27.1,2.3,1,10,2025-09-12T06:27:56,2025-09-12T19:04:47,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-13,25.5,18.3,22.2,25.5,18.3,22.2,15.3,66,4.86,100,16.67,rain,0,0,52.4,24,149.6,1016.2,41.3,15.3,26.8,2.4,3,10,2025-09-13T06:28:58,2025-09-13T19:03:03,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-14,28,19.3,23.3,28.5,19.3,23.5,17,69.3,0,0,0,,0,0,29.5,18.6,74.5,1016.5,1.3,15.2,31.2,2.9,3,10,2025-09-14T06:29:59,2025-09-14T19:01:18,0.75,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-15,28.2,18.8,23.5,28.1,18.8,23.5,14.5,58,0,0,0,,0,0,28.4,19.8,84.1,1020.7,4.8,16,36.8,3.3,4,10,2025-09-15T06:31:01,2025-09-15T18:59:34,0.78,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-16,27.8,18.5,22.9,27.4,18.5,22.9,13.2,56.3,0,0,0,,0,0,26.3,16.4,90.1,1021.6,16.9,15.7,31.2,2.8,2,10,2025-09-16T06:32:03,2025-09-16T18:57:49,0.82,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-17,28.1,16.6,22.7,28.1,16.6,22.7,14.8,63.4,0,0,0,,0,0,22.7,14.7,79.7,1018.2,11.7,15.9,29.3,2.8,2,10,2025-09-17T06:33:06,2025-09-17T18:56:04,0.85,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-18,30.2,16.8,23.4,29.3,16.8,23.2,14.5,61,0,0,0,,0,0,25.2,17.7,98.4,1016.8,10.8,15.9,26.8,2.3,2,10,2025-09-18T06:34:08,2025-09-18T18:54:19,0.89,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-19,31.5,20.4,25.5,30.6,20.4,25.3,15,54.8,0,0,0,,0,0,31.7,20,119,1015.8,36.2,16,36.9,3.2,3,10,2025-09-19T06:35:10,2025-09-19T18:52:34,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-20,25.8,20.5,22.7,25.8,20.5,22.7,17.3,72.1,2.656,100,29.17,rain,0,0,31.3,17.5,217.2,1016.6,48.8,15.9,18.3,1.6,2,30,2025-09-20T06:36:12,2025-09-20T18:50:49,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-21,28,19.7,23,28.9,19.7,23.1,17.4,71.9,1.789,100,25,rain,0,0,42.5,18.9,211.7,1012.8,47.4,15.6,27.7,2.5,3,30,2025-09-21T06:37:15,2025-09-21T18:49:04,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-22,28,19.9,23.6,28.4,19.9,23.7,16.6,66.1,0,0,0,,0,0,31.7,19.9,219.8,1010.7,34.3,16,31.7,2.7,3,30,2025-09-22T06:38:18,2025-09-22T18:47:19,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-23,25.3,19.7,21.5,25.3,19.7,21.5,17.1,76.4,2.68,100,8.33,rain,0,0,37.1,25.1,15.2,1012.6,45.6,15.4,27,2.2,3,10,2025-09-23T06:39:20,2025-09-23T18:45:35,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-24,22.8,18,20.3,22.8,18,20.3,14.9,72.1,0,0,0,,0,0,41.4,26.3,25.4,1015.5,43.2,16,25.8,2.3,1,10,2025-09-24T06:40:23,2025-09-24T18:43:50,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ,USW00004838"
"Chicago, IL, United States",2025-09-25,24,16.3,19.4,24,16.3,19.4,13.5,70.2,0,0,0,,0,0,32.8,19.1,351,1013.2,30.8,16,27.5,2.3,4,10,2025-09-25T06:41:26,2025-09-25T18:42:06,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-26,28.3,14.7,21.5,27.6,14.7,21.3,12.2,59.3,0,0,0,,0,0,35.3,18.7,228.4,1012.1,2.5,15.8,30,2.5,4,10,2025-09-26T06:42:30,2025-09-26T18:40:21,0.16,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-27,30.9,16.8,24,29.4,16.8,23.6,11.6,48.7,0,0,0,,0,0,39.2,21.5,254.3,1012.6,5.8,16,31.7,2.8,4,10,2025-09-27T06:43:33,2025-09-27T18:38:37,0.19,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-28,26.4,17.4,22.1,26.4,17.4,22.1,12.8,57.4,0,0,0,,0,0,27.4,16.7,63.8,1019.5,6.3,16,31.3,2.6,4,10,2025-09-28T06:44:37,2025-09-28T18:36:53,0.22,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-29,31.5,17.7,23.6,30.2,17.7,23.4,15.1,62.1,0,0,0,,0,0,25.6,16.7,83,1021.9,2.8,15.9,29.7,2.5,4,10,2025-09-29T06:45:41,2025-09-29T18:35:10,0.25,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-09-30,27.6,18.6,22.7,27.4,18.6,22.6,14.7,63.6,0,0,0,,0,0,28.8,18.9,50.5,1021.2,16.6,15.6,29.4,2.5,4,10,2025-09-30T06:46:45,2025-09-30T18:33:26,0.29,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-01,24.3,17.7,21.4,24.3,17.7,21.4,13.5,61.4,0,0,0,,0,0,33.1,19.9,82.3,1021.8,41.4,16,25,2,3,10,2025-10-01T06:47:49,2025-10-01T18:31:43,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-02,28.7,15.2,21.5,28,15.2,21.4,10.2,49.6,0,0,0,,0,0,32.4,16.3,130.6,1023,33,16,21.4,1.9,2,10,2025-10-02T06:48:53,2025-10-02T18:30:01,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-03,31.5,18.6,24.9,30.5,18.6,24.6,13.2,49.8,0,0,0,,0,0,23.8,13.4,207.1,1020.9,10.6,16,20.8,1.8,2,10,2025-10-03T06:49:58,2025-10-03T18:28:19,0.39,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-04,31,19.6,25.1,30.1,19.6,24.9,14.1,52.8,0,0,0,,0,0,38,23.3,212.2,1018.3,4.9,16,26.9,2.4,4,10,2025-10-04T06:51:03,2025-10-04T18:26:37,0.42,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-05,29.2,18.4,24.2,27.8,18.4,23.8,10.5,44.8,0,0,0,,0,0,49.9,31.5,191.8,1017.5,10.7,16,28.9,2.6,4,10,2025-10-05T06:52:08,2025-10-05T18:24:56,0.45,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-06,28.4,19.6,23.2,28.4,19.6,23.2,15.3,62.3,2.109,100,25,rain,0,0,38.9,20,219.7,1017,28.5,15.8,27.7,2.3,3,10,2025-10-06T06:53:14,2025-10-06T18:23:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-07,19.6,12.3,16.7,19.6,12.3,16.7,12.2,76.8,29.909,100,54.17,rain,0,0,48.6,23.6,4.3,1018.5,40.2,12.6,6.5,0.5,0,10,2025-10-07T06:54:20,2025-10-07T18:21:34,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-08,17.5,10.2,13.8,17.5,10.2,13.8,6.7,63.1,0,0,0,,0,0,33.5,22,44.7,1027.8,20.3,16,20.1,1.6,2,10,2025-10-08T06:55:26,2025-10-08T18:19:55,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-09,17.2,8.7,13,17.2,8.3,13,5.2,60.1,0,0,0,,0,0,38.9,17.8,109.2,1030.2,7.9,16,32.8,2.9,4,10,2025-10-09T06:56:32,2025-10-09T18:18:15,0.59,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-10,19.4,9.7,14.6,19.4,8.6,14.4,7.1,61.8,0.077,100,8.33,rain,0,0,40.2,24.8,211.2,1021.9,37,16,23.3,1.9,4,10,2025-10-10T06:57:39,2025-10-10T18:16:37,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-11,18.1,12.1,15.5,18.1,12.1,15.5,9.4,67.4,0,0,0,,0,0,43.2,20.7,50.5,1020.1,29.9,16,22.3,1.9,2,10,2025-10-11T06:58:46,2025-10-11T18:14:59,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-12,20.1,9.9,15.1,20.1,9.6,15.1,9.2,68.8,0,0,0,,0,0,30.6,17.2,108.7,1016.1,22.4,16,27.1,2.4,4,10,2025-10-12T06:59:53,2025-10-12T18:13:22,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-13,20.4,13.2,16.9,20.4,13.2,16.9,9.9,64.1,0,0,0,,0,0,23.8,9.9,118.7,1018.2,45.5,16,9.1,0.8,0,10,2025-10-13T07:01:01,2025-10-13T18:11:45,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-14,20,15.1,17.2,20,15.1,17.2,13,76.8,0,0,0,,0,0,44.6,23.2,24.9,1025.1,45.3,14.8,30.2,2.5,4,10,2025-10-14T07:02:09,2025-10-14T18:10:10,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-15,16.9,13.4,14.9,16.9,13.4,14.9,11.3,79.4,4.277,100,37.5,rain,0,0,38.5,20.6,63.6,1023.9,57.1,14.6,6.2,0.6,0,10,2025-10-15T07:03:17,2025-10-15T18:08:35,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-16,19.5,13.5,16.4,19.5,13.5,16.4,8.6,60.8,0,0,0,,0,0,31.3,18.2,112.5,1021.1,25.9,16,23.7,1.8,2,10,2025-10-16T07:04:25,2025-10-16T18:07:01,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-17,23.3,13.7,18.3,23.3,13.7,18.3,8.1,51.9,0,0,0,,0,0,40.3,25.8,187,1012.5,37.4,16,23.7,2.1,2,10,2025-10-17T07:05:34,2025-10-17T18:05:27,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-18,23,16.6,19.8,23,16.6,19.8,15.5,76.8,9.581,100,37.5,rain,0,0,43.6,19.2,211.8,1004.3,49.2,15.2,13,1.2,1,10,2025-10-18T07:06:44,2025-10-18T18:03:55,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-19,16.1,9.2,12.4,16.1,5.4,11.8,7,72.5,17.056,100,50,rain,0,0,64.8,32.8,300,1005,42.8,14.7,6.8,0.6,0,10,2025-10-19T07:07:53,2025-10-19T18:02:24,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-20,18.4,4.7,12.2,18.4,2.7,11.5,2,52.9,0,0,0,,0,0,57.6,34.6,193.9,1011.9,12.9,16,32.9,2.9,3,10,2025-10-20T07:09:03,2025-10-20T18:00:53,0.97,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-21,13.2,8.1,9.9,13.2,4.6,8.1,5.2,73.5,1.347,100,29.17,rain,0,0,56.5,32.5,258.3,1007,37.3,15.9,16.2,1.2,2,10,2025-10-21T07:10:13,2025-10-21T17:59:24,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-22,10,7.8,8.8,7,4,5.6,2.2,63.5,0,0,0,,0,0,48.4,30.8,280,1010.9,56,16,6.8,0.5,0,10,2025-10-22T07:11:24,2025-10-22T17:57:55,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-23,12,3.8,7.5,12,0.8,5.7,0.3,62,0,0,0,,0,0,39.2,23.5,299.6,1019.1,21.7,16,14.3,1.2,1,10,2025-10-23T07:12:35,2025-10-23T17:56:28,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-24,11.6,1.6,6.5,11.6,-0.5,5.1,0,65.3,0,0,0,,0,0,22.7,14.7,348.5,1025.8,11.8,16,21.7,1.8,2,10,2025-10-24T07:13:46,2025-10-24T17:55:02,0.11,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-25,12.6,3.3,8.4,12.6,1.3,8,2.4,67.2,0,0,0,,0,0,27,14.4,105.5,1028.4,38.9,16,21.2,1.8,2,10,2025-10-25T07:14:57,2025-10-25T17:53:37,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-26,14.4,8.3,11.6,14.4,7.2,11.4,3.3,57.2,0,0,0,,0,0,36.6,25.1,99.9,1027.4,23.3,16,19.4,1.6,2,10,2025-10-26T07:16:09,2025-10-26T17:52:13,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-27,13.5,7.9,11.1,13.5,5.4,10.3,3.4,60.3,0,0,0,,0,0,40.7,24.6,89.8,1023.2,14.7,16,24.9,2.1,4,10,2025-10-27T07:17:21,2025-10-27T17:50:50,0.21,Clear,Clear conditions throughout the day.,clear-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-28,14.2,8.4,11.4,14.2,6.4,10.7,3.5,59.5,0,0,0,,0,0,48,35.2,90.6,1019.1,32.2,16,19.3,1.6,2,10,2025-10-28T07:18:33,2025-10-28T17:49:29,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-29,13,8.9,11.1,13,6,10.3,3.7,60.9,0,0,0,,0,0,53.7,37,56.4,1016.6,35.9,16,25.5,2.2,3,10,2025-10-29T07:19:46,2025-10-29T17:48:09,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-30,13,5.7,9.2,13,2.7,8,3.5,68.4,0,0,0,,0,0,38.9,24.9,2.5,1012.2,24.9,16,19.5,1.6,3,10,2025-10-30T07:20:59,2025-10-30T17:46:50,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ"
"Chicago, IL, United States",2025-10-31,12.6,4.7,8.2,12.6,1.7,6.7,2.3,67.7,0.41,100,8.33,rain,0,0,35.7,22,282,1011.7,35.5,16,23.8,2.1,3,10,2025-10-31T07:22:12,2025-10-31T17:45:33,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"USW00094846,USW00014819,KORD,KMDW,F1983,KPWK,KIGQ,USW00004838"
